"";"institut";"datum";"befragte";"zeitraum";"cdu.csu";"spd";"grüne";"fdp";"linke";"afd";"sonstige";"nw_un";"fw";"typ"
"1";"allensbach";2018-10-18;1259;"28.09.–11.10.";29;19;15;8,5;9;15;4,5;NA;NA;"keineangabe"
"2";"allensbach";2018-09-18;1258;"01.09.–13.09.";31,5;19,5;12,5;8,5;9;15;4;NA;NA;"keineangabe"
"3";"allensbach";2018-08-15;1295;"27.07.–09.08.";31;20;12,5;9;9;14,5;4;NA;NA;"keineangabe"
"4";"allensbach";2018-07-17;1295;"01.07.–12.07.";30,5;20;12;9,5;9;15;4;NA;NA;"keineangabe"
"5";"allensbach";2018-06-20;1279;"01.06.–13.06.";33;21;11;9,5;9,5;13;3;NA;NA;"keineangabe"
"6";"allensbach";2018-05-17;1253;"24.04.–08.05.";34;20;11;9;10;11,5;4,5;NA;NA;"keineangabe"
"7";"allensbach";2018-04-25;1279;"03.04.–17.04.";34;20,5;11;10;9;12;3,5;NA;NA;"keineangabe"
"8";"allensbach";2018-03-21;1256;"02.03.–15.03.";34;19;11;10;10;12,5;3,5;NA;NA;"keineangabe"
"9";"allensbach";2018-02-23;1271;"02.02.–15.02.";32;17,5;12;11;9,5;13;5;NA;NA;"keineangabe"
"10";"allensbach";2018-01-25;1221;"05.01.–18.01.";34;21;10,5;10;8,5;12;4;NA;NA;"keineangabe"
"11";"allensbach";2017-12-21;1443;"01.12.–14.12.";34;21;11,5;10;9;11;3,5;NA;NA;"keineangabe"
"12";"allensbach";2017-11-30;1299;"22.11.–27.11.";33;21,5;11;10;9;11;4,5;NA;NA;"keineangabe"
"13";"allensbach";2017-10-25;1454;"07.10.–19.10.";33;20,5;9,5;12;9;12;4;NA;NA;"keineangabe"
"14";"allensbach";2017-09-22;1074;"06.09.–14.09.";36;22;8;10,5;9,5;10;4;NA;NA;"keineangabe"
"15";"allensbach";2017-09-19;1083;"22.08.–31.08.";36,5;22;8;11;9;10;3,5;NA;NA;"keineangabe"
"16";"allensbach";2017-09-06;1043;"04.08.–17.08.";38,5;24;7,5;10;8;8;4;NA;NA;"keineangabe"
"17";"allensbach";2017-08-22;1421;"01.07.–12.07.";39,5;24;7,5;10;8;7;4;NA;NA;"keineangabe"
"18";"allensbach";2017-07-18;1403;"01.06.–15.06.";39,5;25;7;9;9;7;3,5;NA;NA;"keineangabe"
"19";"allensbach";2017-06-20;1437;"05.05.–19.05.";40;24;7;10,5;8,5;6,5;3,5;NA;NA;"keineangabe"
"20";"allensbach";2017-05-26;1457;"01.04.–13.04.";37;26;8;9;8;8;4;NA;NA;"keineangabe"
"21";"allensbach";2017-04-25;1407;"06.03.–19.03.";36;31;7;6;9;7;4;NA;NA;"keineangabe"
"22";"allensbach";2017-03-28;1397;"01.02.–15.02.";34;33;7,5;6,5;8;7;4;NA;NA;"keineangabe"
"23";"allensbach";2017-02-22;1542;"05.01.–19.01.";33;30,5;8;7;8;8,5;5;NA;NA;"keineangabe"
"24";"allensbach";2017-01-26;1441;"01.12.–15.12.";36;23;9;7;9,5;11,5;4;NA;NA;"keineangabe"
"25";"allensbach";2016-12-22;1459;"28.10.–10.11.";35,5;22;10;7,5;9,5;10,5;5;NA;NA;"keineangabe"
"26";"allensbach";2016-11-16;1436;"01.10.–13.10.";34;23;11;7,5;9;10,5;5;NA;NA;"keineangabe"
"27";"allensbach";2016-10-20;1458;"03.09.–15.09.";33;22;12;7,5;9;12,5;4;NA;NA;"keineangabe"
"28";"allensbach";2016-09-22;1407;"03.08.–17.08.";33,5;24;11;7;7;12,5;5;NA;NA;"keineangabe"
"29";"allensbach";2016-08-24;1496;"01.07.–14.07.";34,5;23;11,5;7,5;9;10;4,5;NA;NA;"keineangabe"
"30";"allensbach";2016-07-21;1466;"27.05.–09.06.";35,5;22,5;12;7;9,5;9,5;4;NA;NA;"keineangabe"
"31";"allensbach";2016-06-15;1396;"28.04.–12.05.";33,5;21;12;8;9;11,5;5;NA;NA;"keineangabe"
"32";"allensbach";2016-05-17;1474;"01.04.–14.04.";33,5;21;11,5;8;9;12,5;4,5;NA;NA;"keineangabe"
"33";"allensbach";2016-04-20;1388;"26.02.–10.03.";33,5;23;11;8;9;10,5;5;NA;NA;"keineangabe"
"34";"allensbach";2016-03-18;1456;"01.02.–11.02.";35;24,5;10;7;9;10,5;4;NA;NA;"keineangabe"
"35";"allensbach";2016-02-17;1521;"07.01.–21.01.";33,5;24;10;7;10;10,5;5;NA;NA;"keineangabe"
"36";"allensbach";2016-01-26;1431;"28.11.–10.12.";35;25;9;6,5;9,5;10;5;NA;NA;"keineangabe"
"37";"allensbach";2015-12-16;1457;"01.11.–11.11.";38;26;9,5;5;8,5;8;5;NA;NA;"keineangabe"
"38";"allensbach";2015-11-19;1448;"03.10.–16.10.";37,5;26;9,5;5,5;9,5;7;5;NA;NA;"keineangabe"
"39";"allensbach";2015-05-21;1450;"28.03.–10.04.";41,5;25,5;9,5;5;9;5;4,5;NA;NA;"keineangabe"
"40";"allensbach";2015-04-16;1430;"01.03.–12.03.";40,5;26,5;9,5;5;8,5;6;4;NA;NA;"keineangabe"
"41";"allensbach";2015-03-19;1500;"01.02.–12.02.";41,5;26;9,5;5;8;6;4;NA;NA;"keineangabe"
"42";"allensbach";2015-02-19;1400;"09.01.–23.01.";41;25,5;9,5;5;9;6;4;NA;NA;"keineangabe"
"43";"allensbach";2015-01-28;1455;"01.12.–12.12.";41,5;25;10,5;4;8,5;6;4,5;NA;NA;"keineangabe"
"44";"allensbach";2014-12-17;1505;"01.11.–13.11.";40,5;26;9,5;3,5;8,5;7;5;NA;NA;"keineangabe"
"45";"allensbach";2014-04-16;1571;"01.03.–13.03.";40;26,5;11;4,5;8;5;5;NA;NA;"keineangabe"
"46";"emnid";2018-10-13;1899;"04.10.–10.10.";26;17;17;9;11;15;5;NA;NA;"keineangabe"
"47";"emnid";2018-10-06;1515;"27.09.–02.10.";27;17;16;9;10;16;5;NA;NA;"keineangabe"
"48";"emnid";2018-09-29;1902;"20.09.–26.09.";27;16;15;10;11;17;4;NA;NA;"keineangabe"
"49";"emnid";2018-09-22;2368;"13.09.–19.09.";28;17;14;9;11;16;5;NA;NA;"keineangabe"
"50";"emnid";2018-09-15;1978;"06.09.–12.09.";30;18;13;9;10;15;5;NA;NA;"keineangabe"
"51";"emnid";2018-09-08;2472;"30.08.–05.09.";29;17;14;9;10;15;6;NA;NA;"keineangabe"
"52";"emnid";2018-09-01;2390;"23.08.–29.08.";30;19;14;9;9;15;4;NA;NA;"keineangabe"
"53";"emnid";2018-08-25;1891;"16.08.–22.08.";30;18;15;9;9;14;5;NA;NA;"keineangabe"
"54";"emnid";2018-08-18;2942;"09.08.–15.08.";30;17;15;9;9;15;5;NA;NA;"keineangabe"
"55";"emnid";2018-08-11;2502;"02.08.–08.08.";31;17;15;8;10;14;5;NA;NA;"keineangabe"
"56";"emnid";2018-08-04;2478;"26.07.–01.08.";30;18;15;8;9;15;5;NA;NA;"keineangabe"
"57";"emnid";2018-07-28;2001;"19.07.–25.07.";29;18;14;9;10;15;5;NA;NA;"keineangabe"
"58";"emnid";2018-07-21;2476;"12.07.–18.07.";30;19;12;9;10;15;5;NA;NA;"keineangabe"
"59";"emnid";2018-07-14;2368;"05.07.–11.07.";30;18;12;9;10;16;5;NA;NA;"keineangabe"
"60";"emnid";2018-07-07;1894;"28.06.–04.07.";30;17;12;9;9;17;6;NA;NA;"keineangabe"
"61";"emnid";2018-06-30;1954;"21.06.–28.06.";32;19;12;9;9;14;5;NA;NA;"keineangabe"
"62";"emnid";2018-06-23;2336;"14.06.–20.06.";31;18;12;9;10;16;4;NA;NA;"keineangabe"
"63";"emnid";2018-06-16;2310;"07.06.–13.06.";33;18;11;8;11;15;4;NA;NA;"keineangabe"
"64";"emnid";2018-06-09;1950;"30.05.–06.06.";32;19;12;8;11;14;4;NA;NA;"keineangabe"
"65";"emnid";2018-06-02;1397;"24.05.–29.05.";32;18;13;7;11;15;4;NA;NA;"keineangabe"
"66";"emnid";2018-05-26;1946;"17.05.–23.05.";33;17;13;8;11;14;4;NA;NA;"keineangabe"
"67";"emnid";2018-05-19;2030;"09.05.–16.05.";33;17;13;9;10;14;4;NA;NA;"keineangabe"
"68";"emnid";2018-05-12;1489;"03.05.–08.05.";33;17;12;9;10;14;5;NA;NA;"keineangabe"
"69";"emnid";2018-05-05;1507;"26.04.–02.05.";34;17;12;8;10;14;5;NA;NA;"keineangabe"
"70";"emnid";2018-04-28;2350;"19.04.–25.04.";32;18;12;9;11;14;4;NA;NA;"keineangabe"
"71";"emnid";2018-04-21;2437;"12.04.–18.04.";33;18;12;9;11;13;4;NA;NA;"keineangabe"
"72";"emnid";2018-04-14;1786;"05.04.–11.04.";33;18;11;9;11;14;4;NA;NA;"keineangabe"
"73";"emnid";2018-04-07;1414;"29.03.–05.04.";34;17;12;8;11;13;5;NA;NA;"keineangabe"
"74";"emnid";2018-03-31;1982;"22.03.–28.03.";34;18;12;8;11;12;5;NA;NA;"keineangabe"
"75";"emnid";2018-03-24;1972;"15.03.–21.03.";34;18;12;9;10;13;4;NA;NA;"keineangabe"
"76";"emnid";2018-03-17;1959;"08.03.–14.03.";33;19;11;9;10;14;4;NA;NA;"keineangabe"
"77";"emnid";2018-03-10;1869;"01.03.–07.03.";33;19;12;8;10;13;5;NA;NA;"keineangabe"
"78";"emnid";2018-03-03;1890;"22.02.–28.02.";33;16;12;9;11;15;4;NA;NA;"keineangabe"
"79";"emnid";2018-02-24;1985;"15.02.–21.02.";33;17;11;10;11;15;3;NA;NA;"keineangabe"
"80";"emnid";2018-02-17;1478;"08.02.–14.02.";33;19;11;9;10;14;4;NA;NA;"keineangabe"
"81";"emnid";2018-02-10;1226;"01.02.–07.02.";34;20;11;9;9;12;5;NA;NA;"keineangabe"
"82";"emnid";2018-02-03;1247;"25.01.–31.01.";33;20;11;9;10;13;4;NA;NA;"keineangabe"
"83";"emnid";2018-01-27;1513;"18.01.–24.01.";34;20;11;8;10;12;5;NA;NA;"keineangabe"
"84";"emnid";2018-01-20;1419;"11.01.–17.01.";33;21;10;8;10;13;5;NA;NA;"keineangabe"
"85";"emnid";2018-01-13;1899;"04.01.–10.01.";34;21;11;8;9;13;4;NA;NA;"keineangabe"
"86";"emnid";2018-01-06;1440;"21.12.–03.01.";33;20;12;9;9;12;5;NA;NA;"keineangabe"
"87";"emnid";2017-12-23;1861;"14.12.–20.12.";33;21;11;8;10;12;5;NA;NA;"keineangabe"
"88";"emnid";2017-12-16;1865;"07.12.–13.12.";32;22;11;8;9;13;5;NA;NA;"keineangabe"
"89";"emnid";2017-12-09;1880;"30.11.–06.12.";33;21;11;9;10;12;4;NA;NA;"keineangabe"
"90";"emnid";2017-12-02;1888;"23.11.–29.11.";33;21;10;9;10;12;5;NA;NA;"keineangabe"
"91";"emnid";2017-11-25;1225;"20.11.–23.11.";33;22;10;9;10;11;5;NA;NA;"keineangabe"
"92";"emnid";2017-11-18;1842;"09.11.–15.11.";31;21;11;10;9;13;5;NA;NA;"keineangabe"
"93";"emnid";2017-11-11;1392;"02.11.–08.11.";30;22;10;11;10;13;4;NA;NA;"keineangabe"
"94";"emnid";2017-11-04;1476;"26.10.–30.10.";31;21;11;10;10;12;5;NA;NA;"keineangabe"
"95";"emnid";2017-10-28;2296;"19.10.–25.10.";31;22;10;11;9;12;5;NA;NA;"keineangabe"
"96";"emnid";2017-10-21;2304;"12.10.–18.10.";32;21;10;11;9;12;5;NA;NA;"keineangabe"
"97";"emnid";2017-10-14;1960;"05.10.–11.10.";31;21;10;11;10;12;5;NA;NA;"keineangabe"
"98";"emnid";2017-10-07;1490;"28.09.–04.10.";32;22;9;10;10;12;5;NA;NA;"keineangabe"
"99";"emnid";2017-09-30;1038;"25.09.–27.09.";33;21;10;11;10;12;3;NA;NA;"keineangabe"
"100";"emnid";2017-09-22;1994;"07.09.–13.09.";35;22;8;9;10;11;5;NA;NA;"keineangabe"
"101";"emnid";2017-09-16;1888;"31.08.–06.09.";36;22;8;9;10;11;4;NA;NA;"keineangabe"
"102";"emnid";2017-09-09;1869;"24.08.–30.08.";37;24;8;8;9;9;5;NA;NA;"keineangabe"
"103";"emnid";2017-09-02;1889;"17.08.–23.08.";38;24;8;8;9;8;5;NA;NA;"keineangabe"
"104";"emnid";2017-08-26;1979;"10.08.–16.08.";38;23;7;9;9;8;6;NA;NA;"keineangabe"
"105";"emnid";2017-08-19;1426;"03.08.–09.08.";39;24;8;8;9;7;5;NA;NA;"keineangabe"
"106";"emnid";2017-08-12;1886;"27.07.–02.08.";38;24;7;8;10;8;5;NA;NA;"keineangabe"
"107";"emnid";2017-08-05;2453;"20.07.–26.07.";38;23;8;8;10;8;5;NA;NA;"keineangabe"
"108";"emnid";2017-07-29;1921;"13.07.–19.07.";38;24;8;8;9;9;4;NA;NA;"keineangabe"
"109";"emnid";2017-07-22;2349;"06.07.–12.07.";38;25;8;8;9;8;4;NA;NA;"keineangabe"
"110";"emnid";2017-07-15;1263;"30.06.–05.07.";38;25;8;7;9;8;5;NA;NA;"keineangabe"
"111";"emnid";2017-07-08;1878;"22.06.–24.06.";38;25;8;8;9;7;5;NA;NA;"keineangabe"
"112";"emnid";2017-07-01;936;"16.06.–21.06.";39;24;8;8;9;7;5;NA;NA;"keineangabe"
"113";"emnid";2017-06-24;1363;"08.06.–13.06.";39;24;8;7;9;8;5;NA;NA;"keineangabe"
"114";"emnid";2017-06-17;2054;"01.06.–07.06.";39;25;7;7;9;8;5;NA;NA;"keineangabe"
"115";"emnid";2017-06-10;1398;"24.05.–31.05.";39;25;8;7;9;8;4;NA;NA;"keineangabe"
"116";"emnid";2017-06-03;1838;"18.05.–23.05.";38;27;7;7;8;8;5;NA;NA;"keineangabe"
"117";"emnid";2017-05-27;1703;"11.05.–17.05.";38;25;8;8;8;8;5;NA;NA;"keineangabe"
"118";"emnid";2017-05-20;2413;"04.05.–10.05.";38;26;7;7;9;8;5;NA;NA;"keineangabe"
"119";"emnid";2017-05-13;1837;"27.04.–03.05.";37;27;8;6;10;8;4;NA;NA;"keineangabe"
"120";"emnid";2017-05-06;1935;"20.04.–26.04.";36;28;7;6;9;9;5;NA;NA;"keineangabe"
"121";"emnid";2017-04-29;2439;"13.04.–19.04.";36;29;7;6;9;9;4;NA;NA;"keineangabe"
"122";"emnid";2017-04-22;1412;"06.04.–12.04.";36;31;6;5;9;9;4;NA;NA;"keineangabe"
"123";"emnid";2017-04-15;2436;"30.03.–05.04.";35;31;7;6;9;9;3;NA;NA;"keineangabe"
"124";"emnid";2017-04-08;1958;"23.03.–29.03.";35;33;7;5;8;9;3;NA;NA;"keineangabe"
"125";"emnid";2017-04-01;2416;"16.03.–22.03.";33;33;7;6;8;8;5;NA;NA;"keineangabe"
"126";"emnid";2017-03-25;2450;"09.03.–15.03.";33;33;8;5;8;9;4;NA;NA;"keineangabe"
"127";"emnid";2017-03-18;1832;"02.03.–08.03.";33;32;8;5;8;9;5;NA;NA;"keineangabe"
"128";"emnid";2017-03-11;1882;"23.02.–01.03.";33;33;7;6;8;8;5;NA;NA;"keineangabe"
"129";"emnid";2017-03-04;1403;"16.02.–22.02.";33;32;7;6;8;10;4;NA;NA;"keineangabe"
"130";"emnid";2017-02-25;1880;"09.02.–15.02.";32;32;7;7;8;9;5;NA;NA;"keineangabe"
"131";"emnid";2017-02-18;1885;"02.02.–08.02.";32;33;7;6;8;9;5;NA;NA;"keineangabe"
"132";"emnid";2017-02-11;1966;"26.01.–02.02.";33;32;7;6;8;10;4;NA;NA;"keineangabe"
"133";"emnid";2017-02-04;2233;"19.01.–25.01.";33;29;8;6;8;11;5;NA;NA;"keineangabe"
"134";"emnid";2017-01-28;1996;"12.01.–18.01.";37;23;10;6;10;11;3;NA;NA;"keineangabe"
"135";"emnid";2017-01-21;2805;"06.01.–11.01.";36;21;9;6;11;12;5;NA;NA;"keineangabe"
"136";"emnid";2017-01-14;1878;"03.01.–05.01.";37;21;10;6;10;12;4;NA;NA;"keineangabe"
"137";"emnid";2017-01-07;834;"15.12.–21.12.";38;22;10;5;9;12;4;NA;NA;"keineangabe"
"138";"emnid";2016-12-24;2326;"08.12.–14.12.";36;21;10;6;10;13;4;NA;NA;"keineangabe"
"139";"emnid";2016-12-17;2411;"01.12.–07.12.";36;22;11;5;10;12;4;NA;NA;"keineangabe"
"140";"emnid";2016-12-10;2426;"24.11.–30.11.";36;22;10;5;10;13;4;NA;NA;"keineangabe"
"141";"emnid";2016-12-03;2658;"17.11.–23.11.";37;22;11;5;10;12;3;NA;NA;"keineangabe"
"142";"emnid";2016-11-26;2426;"10.11.–16.11.";35;23;11;5;9;12;5;NA;NA;"keineangabe"
"143";"emnid";2016-11-19;2859;"03.11.–09.11.";33;24;12;5;9;13;4;NA;NA;"keineangabe"
"144";"emnid";2016-11-12;2782;"27.10.–02.11.";34;23;11;5;10;12;5;NA;NA;"keineangabe"
"145";"emnid";2016-11-05;1678;"20.10.–26.10.";34;22;11;5;10;12;6;NA;NA;"keineangabe"
"146";"emnid";2016-10-29;1840;"13.10.–19.10.";34;23;11;5;10;12;5;NA;NA;"keineangabe"
"147";"emnid";2016-10-22;1961;"06.10.–12.10.";33;23;11;5;10;13;5;NA;NA;"keineangabe"
"148";"emnid";2016-10-15;2827;"29.09.–05.10.";32;24;11;6;9;13;5;NA;NA;"keineangabe"
"149";"emnid";2016-10-08;1866;"22.09.–28.09.";32;23;12;6;10;12;5;NA;NA;"keineangabe"
"150";"emnid";2016-10-01;1939;"15.09.–21.09.";32;23;11;7;10;12;5;NA;NA;"keineangabe"
"151";"emnid";2016-09-24;2798;"08.09.–14.09.";32;23;11;6;9;14;5;NA;NA;"keineangabe"
"152";"emnid";2016-09-17;2780;"01.09.–07.09.";32;24;11;5;9;14;5;NA;NA;"keineangabe"
"153";"emnid";2016-09-10;2423;"25.08.–31.08.";33;23;11;6;9;13;5;NA;NA;"keineangabe"
"154";"emnid";2016-09-03;1966;"18.08.–24.08.";34;23;11;6;9;12;5;NA;NA;"keineangabe"
"155";"emnid";2016-08-27;1981;"11.08.–17.08.";34;22;12;5;10;11;6;NA;NA;"keineangabe"
"156";"emnid";2016-08-20;2358;"04.08.–10.08.";34;23;13;5;9;10;6;NA;NA;"keineangabe"
"157";"emnid";2016-08-13;2352;"28.07.–03.08.";34;22;12;6;10;11;5;NA;NA;"keineangabe"
"158";"emnid";2016-08-06;2815;"21.07.–27.07.";34;22;12;6;10;11;5;NA;NA;"keineangabe"
"159";"emnid";2016-07-30;2815;"14.07.–20.07.";35;23;11;5;9;12;5;NA;NA;"keineangabe"
"160";"emnid";2016-07-23;1870;"07.07.–13.07.";35;23;12;5;10;10;5;NA;NA;"keineangabe"
"161";"emnid";2016-07-16;1973;"02.07.–06.07.";35;24;12;5;9;10;5;NA;NA;"keineangabe"
"162";"emnid";2016-07-09;1402;"23.06.–29.06.";35;23;13;5;9;10;5;NA;NA;"keineangabe"
"163";"emnid";2016-07-02;1936;"16.06.–22.06.";33;23;12;6;10;11;5;NA;NA;"keineangabe"
"164";"emnid";2016-06-25;1905;"09.06.–15.06.";32;23;13;6;9;12;5;NA;NA;"keineangabe"
"165";"emnid";2016-06-18;2744;"02.06.–08.06.";33;22;13;6;9;12;5;NA;NA;"keineangabe"
"166";"emnid";2016-06-11;1838;"25.05.–01.06.";34;21;14;6;9;11;5;NA;NA;"keineangabe"
"167";"emnid";2016-06-04;1851;"19.05.–24.05.";33;22;13;6;9;12;5;NA;NA;"keineangabe"
"168";"emnid";2016-05-28;2881;"13.05.–18.05.";33;21;12;6;9;14;5;NA;NA;"keineangabe"
"169";"emnid";2016-05-21;1485;"06.05.–11.05.";32;22;12;6;9;13;6;NA;NA;"keineangabe"
"170";"emnid";2016-05-14;1922;"28.04.–03.05.";33;23;13;5;9;13;4;NA;NA;"keineangabe"
"171";"emnid";2016-05-07;1838;"21.04.–27.04.";32;22;12;6;9;14;5;NA;NA;"keineangabe"
"172";"emnid";2016-04-30;2805;"14.04.–20.04.";33;22;12;6;9;13;5;NA;NA;"keineangabe"
"173";"emnid";2016-04-23;2393;"07.04.–13.04.";33;22;13;6;9;12;5;NA;NA;"keineangabe"
"174";"emnid";2016-04-16;1941;"31.03.–06.04.";33;22;13;7;9;11;5;NA;NA;"keineangabe"
"175";"emnid";2016-04-09;2240;"24.03.–30.03.";34;22;13;7;8;12;4;NA;NA;"keineangabe"
"176";"emnid";2016-04-02;1405;"17.03.–23.03.";33;22;13;6;8;13;5;NA;NA;"keineangabe"
"177";"emnid";2016-03-26;2828;"10.03.–16.03.";34;22;13;6;9;12;4;NA;NA;"keineangabe"
"178";"emnid";2016-03-19;2424;"03.03.–09.03.";34;22;13;6;9;13;3;NA;NA;"keineangabe"
"179";"emnid";2016-03-12;2340;"25.02.–02.03.";36;24;11;5;9;11;4;NA;NA;"keineangabe"
"180";"emnid";2016-03-05;1869;"18.02.–24.02.";35;24;10;5;10;11;5;NA;NA;"keineangabe"
"181";"emnid";2016-02-27;1978;"11.02.–17.02.";36;24;10;5;9;11;5;NA;NA;"keineangabe"
"182";"emnid";2016-02-20;2409;"04.02.–10.02.";35;24;10;4;10;12;5;NA;NA;"keineangabe"
"183";"emnid";2016-02-13;2090;"28.01.–03.02.";35;24;9;5;9;12;6;NA;NA;"keineangabe"
"184";"emnid";2016-02-06;2306;"21.01.–27.01.";35;24;9;4;10;12;6;NA;NA;"keineangabe"
"185";"emnid";2016-01-30;1638;"14.01.–20.01.";34;24;9;5;10;12;6;NA;NA;"keineangabe"
"186";"emnid";2016-01-23;1875;"07.01.–13.01.";36;25;9;5;9;10;6;NA;NA;"keineangabe"
"187";"emnid";2016-01-16;2016;"05.01.–06.01.";38;24;10;5;9;9;5;NA;NA;"keineangabe"
"188";"emnid";2016-01-09;940;"17.12.–22.12.";39;23;10;4;10;8;6;NA;NA;"keineangabe"
"189";"emnid";2015-12-26;1832;"10.12.–16.12.";39;24;9;4;10;9;5;NA;NA;"keineangabe"
"190";"emnid";2015-12-19;2821;"03.12.–09.12.";38;25;9;5;9;8;6;NA;NA;"keineangabe"
"191";"emnid";2015-12-12;2321;"26.11.–02.12.";37;26;9;4;10;8;6;NA;NA;"keineangabe"
"192";"emnid";2015-12-05;2352;"19.11.–25.11.";37;25;10;4;10;8;6;NA;NA;"keineangabe"
"193";"emnid";2015-11-28;2356;"12.11.–18.11.";38;25;10;4;10;8;5;NA;NA;"keineangabe"
"194";"emnid";2015-11-21;2319;"05.11.–11.11.";37;26;9;5;9;7;7;NA;NA;"keineangabe"
"195";"emnid";2015-11-14;2412;"29.10.–04.11.";37;25;10;5;9;8;6;NA;NA;"keineangabe"
"196";"emnid";2015-11-07;2442;"22.10.–28.10.";36;26;10;4;9;9;6;NA;NA;"keineangabe"
"197";"emnid";2015-10-31;1869;"15.10.–21.10.";36;25;10;5;10;8;6;NA;NA;"keineangabe"
"198";"emnid";2015-10-24;2312;"08.10.–14.10.";36;26;10;5;10;7;6;NA;NA;"keineangabe"
"199";"emnid";2015-10-17;1496;"01.10.–07.10.";37;26;9;5;10;7;6;NA;NA;"keineangabe"
"200";"emnid";2015-10-10;1871;"24.09.–30.09.";38;25;9;5;10;6;7;NA;NA;"keineangabe"
"201";"emnid";2015-10-03;2329;"17.09.–23.09.";40;25;9;4;10;5;7;NA;NA;"keineangabe"
"202";"emnid";2015-09-26;1956;"10.09.–16.09.";40;25;10;4;10;6;5;NA;NA;"keineangabe"
"203";"emnid";2015-09-19;1882;"03.09.–09.09.";40;24;10;5;9;5;7;NA;NA;"keineangabe"
"204";"emnid";2015-09-12;2332;"27.08.–02.09.";41;25;11;4;10;4;5;NA;NA;"keineangabe"
"205";"emnid";2015-09-05;2800;"20.08.–26.08.";41;24;11;4;10;4;6;NA;NA;"keineangabe"
"206";"emnid";2015-08-29;2311;"13.08.–19.08.";41;24;10;4;10;4;7;NA;NA;"keineangabe"
"207";"emnid";2015-08-22;2311;"06.08.–12.08.";42;24;10;4;10;4;6;NA;NA;"keineangabe"
"208";"emnid";2015-08-16;2436;"30.07.–05.08.";43;24;11;4;10;3;5;NA;NA;"keineangabe"
"209";"emnid";2015-08-08;1858;"23.07.–29.07.";43;24;10;4;10;4;5;NA;NA;"keineangabe"
"210";"emnid";2015-08-01;1860;"16.07.–22.07.";43;24;10;4;9;3;7;NA;NA;"keineangabe"
"211";"emnid";2015-07-25;1471;"09.07.–15.07.";43;24;10;4;10;3;6;NA;NA;"keineangabe"
"212";"emnid";2015-07-18;1942;"02.07.–08.07.";43;25;11;4;9;4;4;NA;NA;"keineangabe"
"213";"emnid";2015-07-12;1842;"25.06.–01.07.";42;26;10;4;10;3;5;NA;NA;"keineangabe"
"214";"emnid";2015-07-04;2247;"18.06.–24.06.";40;24;11;4;10;5;6;NA;NA;"keineangabe"
"215";"emnid";2015-06-27;2746;"11.06.–17.06.";41;24;10;4;10;5;6;NA;NA;"keineangabe"
"216";"emnid";2015-06-20;2716;"03.06.–10.06.";40;25;10;5;9;5;6;NA;NA;"keineangabe"
"217";"emnid";2015-06-13;2277;"28.05.–02.06.";40;25;10;5;9;5;6;NA;NA;"keineangabe"
"218";"emnid";2015-06-06;1467;"21.05.–27.05.";40;25;10;5;10;5;5;NA;NA;"keineangabe"
"219";"emnid";2015-05-30;1816;"15.05.–20.05.";40;25;10;6;9;5;5;NA;NA;"keineangabe"
"220";"emnid";2015-05-23;2302;"07.05.–12.05.";40;26;9;5;9;5;6;NA;NA;"keineangabe"
"221";"emnid";2015-05-16;1941;"02.05.–06.05.";40;25;10;4;9;5;7;NA;NA;"keineangabe"
"222";"emnid";2015-05-09;1848;"23.04.–29.04.";40;25;10;3;10;6;6;NA;NA;"keineangabe"
"223";"emnid";2015-05-03;3631;"16.04.–22.04.";41;25;10;3;9;6;6;NA;NA;"keineangabe"
"224";"emnid";2015-04-25;3210;"09.04.–15.04.";41;25;10;4;8;6;6;NA;NA;"keineangabe"
"225";"emnid";2015-04-18;2326;"02.04.–08.04.";41;25;10;4;9;6;5;NA;NA;"keineangabe"
"226";"emnid";2015-04-11;1404;"26.03.–01.04.";41;25;10;4;9;5;6;NA;NA;"keineangabe"
"227";"emnid";2015-04-04;2299;"19.03.–25.03.";42;25;9;4;9;5;6;NA;NA;"keineangabe"
"228";"emnid";2015-03-28;1854;"12.03.–17.03.";42;25;9;5;8;6;5;NA;NA;"keineangabe"
"229";"emnid";2015-03-21;1006;"05.03.–11.03.";41;24;10;4;9;6;6;NA;NA;"keineangabe"
"230";"emnid";2015-03-14;1925;"26.02.–04.03.";41;24;11;4;9;6;5;NA;NA;"keineangabe"
"231";"emnid";2015-03-07;2318;"19.02.–25.02.";40;25;10;4;9;7;5;NA;NA;"keineangabe"
"232";"emnid";2015-02-28;2307;"12.02.–18.02.";41;25;9;4;9;6;6;NA;NA;"keineangabe"
"233";"emnid";2015-02-21;2337;"05.02.–11.02.";41;26;9;4;9;6;5;NA;NA;"keineangabe"
"234";"emnid";2015-02-14;1947;"29.01.–04.02.";41;25;10;4;10;6;4;NA;NA;"keineangabe"
"235";"emnid";2015-02-07;1859;"22.01.–28.01.";40;26;10;3;10;5;6;NA;NA;"keineangabe"
"236";"emnid";2015-01-31;1889;"15.01.–21.01.";40;25;10;3;10;6;6;NA;NA;"keineangabe"
"237";"emnid";2015-01-24;1850;"08.01.–14.01.";41;25;10;4;9;6;5;NA;NA;"keineangabe"
"238";"emnid";2015-01-17;3243;"18.12.–07.01.";42;24;9;4;9;7;5;NA;NA;"keineangabe"
"239";"emnid";2015-01-10;2864;"11.12.–17.12.";43;24;9;3;9;7;5;NA;NA;"keineangabe"
